time 	 LH 	 RH
7691	 7691	 7691 
004.257	81.2879	18.7121	
004.321	81.3332	18.6668	
004.385	81.3885	18.6115	
004.445	81.5399	18.4601	
004.509	81.6632	18.3368	
004.573	81.6746	18.3254	
004.637	81.7044	18.2956	
004.697	81.8020	18.1980	
004.757	81.9644	18.0356	
004.821	82.1645	17.8355	
004.885	82.4731	17.5269	
004.945	82.7970	17.2030	
005.009	83.1032	16.8968	
005.073	83.3544	16.6456	
005.137	83.5158	16.4842	
005.197	83.7252	16.2748	
005.257	83.9539	16.0461	
005.321	84.1659	15.8341	
005.385	84.3488	15.6512	
005.445	84.5294	15.4706	
005.509	84.7241	15.2759	
005.573	84.9269	15.0731	
005.637	85.0550	14.9450	
7702	 7702	 7702 
7701	 7701	 7701 
000.001	50.0000	50.0000	
000.015	50.0000	50.0000	
000.019	50.0000	50.0000	
000.069	54.0355	45.9645	
000.133	55.9123	44.0877	
000.197	57.7552	42.2448	
000.261	59.4876	40.5124	
000.321	61.1291	38.8709	
000.381	62.6810	37.3190	
000.449	64.0781	35.9219	
000.509	65.3685	34.6315	
000.569	66.5515	33.4485	
000.633	67.7328	32.2672	
000.697	68.7791	31.2209	
000.761	69.8207	30.1793	
000.821	70.7438	29.2562	
000.881	71.6359	28.3641	
000.949	72.5213	27.4787	
001.009	73.2818	26.7182	
001.069	74.0216	25.9784	
001.133	74.7020	25.2980	
001.197	75.3704	24.6296	
001.261	76.0778	23.9222	
001.321	76.7787	23.2213	
001.381	77.4998	22.5002	
001.449	78.1686	21.8314	
001.509	78.7337	21.2663	
001.569	79.1907	20.8093	
001.633	79.5596	20.4404	
001.697	79.9108	20.0892	
001.761	80.2438	19.7562	
001.821	80.4378	19.5622	
001.881	80.5701	19.4299	
001.949	80.8037	19.1963	
002.009	81.0220	18.9780	
002.069	81.2813	18.7187	
002.133	81.5820	18.4180	
002.197	81.9326	18.0674	
002.261	82.2785	17.7215	
002.321	82.6281	17.3719	
002.381	83.0088	16.9912	
002.449	83.3829	16.6171	
002.509	83.6968	16.3032	
002.569	84.0757	15.9243	
002.633	84.4861	15.5139	
002.697	84.8702	15.1298	
002.761	85.2095	14.7905	
7702	 7702	 7702 
7701	 7701	 7701 
000.001	50.0000	50.0000	
000.033	50.0000	50.0000	
000.035	51.7730	48.2270	
000.095	53.4001	46.5999	
000.159	54.9935	45.0065	
000.223	56.4896	43.5104	
000.283	57.9690	42.0310	
000.342	59.4858	40.5142	
000.407	60.9161	39.0839	
000.470	62.2495	37.7505	
000.534	63.4294	36.5706	
000.595	64.5019	35.4981	
000.659	65.6393	34.3607	
000.723	66.6666	33.3334	
000.783	67.6360	32.3640	
000.843	68.6301	31.3699	
000.906	69.6960	30.3040	
000.970	70.7014	29.2986	
001.035	71.7073	28.2927	
001.094	72.6383	27.3617	
001.158	73.4824	26.5176	
001.222	74.2926	25.7074	
001.283	75.0439	24.9561	
001.342	75.6668	24.3332	
001.407	76.2351	23.7649	
001.470	76.7107	23.2893	
001.535	77.2377	22.7623	
001.595	77.7643	22.2357	
001.659	78.1386	21.8614	
001.723	78.4637	21.5363	
001.782	78.8190	21.1810	
001.842	79.0999	20.9001	
001.907	79.3234	20.6766	
001.971	79.4660	20.5340	
002.035	79.4358	20.5642	
002.094	79.3638	20.6362	
002.159	79.2879	20.7121	
002.222	79.3421	20.6579	
002.282	79.3888	20.6112	
002.343	79.3519	20.6481	
002.407	79.4141	20.5859	
002.471	79.5639	20.4361	
002.535	79.6048	20.3952	
002.595	79.5456	20.4544	
002.658	79.5541	20.4459	
002.723	79.5858	20.4142	
002.782	79.6623	20.3377	
002.842	79.8167	20.1833	
002.906	79.9464	20.0536	
002.970	80.1060	19.8940	
003.034	80.3199	19.6801	
003.094	80.4955	19.5045	
003.158	80.6541	19.3459	
003.222	80.7654	19.2346	
003.282	80.8481	19.1519	
003.343	80.9070	19.0930	
003.407	80.8701	19.1299	
003.470	80.7354	19.2646	
003.534	80.7042	19.2958	
003.594	80.6502	19.3498	
003.659	80.4083	19.5917	
003.723	79.9985	20.0015	
003.783	79.4824	20.5176	
003.843	79.0515	20.9485	
003.907	78.5831	21.4169	
003.971	78.1956	21.8044	
004.035	77.8417	22.1583	
004.095	77.6597	22.3403	
004.159	77.7734	22.2266	
004.222	77.8589	22.1411	
004.283	77.8783	22.1217	
004.342	78.0295	21.9705	
004.407	78.2981	21.7019	
004.471	78.6184	21.3816	
004.535	78.9074	21.0926	
004.595	79.2677	20.7323	
004.659	79.6622	20.3378	
004.723	80.0870	19.9130	
004.783	80.5273	19.4727	
004.843	80.8907	19.1093	
004.907	81.2580	18.7420	
004.970	81.6616	18.3384	
005.034	82.0876	17.9124	
005.095	82.5248	17.4752	
005.159	82.9114	17.0886	
005.223	83.3280	16.6720	
005.282	83.7046	16.2954	
005.347	84.0640	15.9360	
005.407	84.3848	15.6152	
005.471	84.6836	15.3164	
005.535	85.0022	14.9978	
7702	 7702	 7702 
7691	 7691	 7691 
000.001	50.0000	50.0000	
000.033	50.0000	50.0000	
000.035	51.9067	48.0933	
000.094	53.6316	46.3684	
000.158	55.2217	44.7783	
000.222	56.6942	43.3058	
000.282	58.0010	41.9990	
000.346	59.2571	40.7429	
000.410	60.5054	39.4946	
000.470	61.6856	38.3144	
000.534	62.7797	37.2203	
000.593	63.8253	36.1747	
000.658	64.8080	35.1920	
000.722	65.8538	34.1462	
000.782	66.9041	33.0959	
000.846	67.7658	32.2342	
000.910	68.6247	31.3753	
000.970	69.4052	30.5948	
001.034	70.2393	29.7607	
001.094	71.1326	28.8674	
001.158	72.0074	27.9926	
001.222	72.8378	27.1622	
001.281	73.6778	26.3222	
001.346	74.4472	25.5528	
001.410	75.1448	24.8552	
001.470	75.7944	24.2056	
001.534	76.3952	23.6048	
001.594	77.0161	22.9839	
001.658	77.6646	22.3354	
001.722	78.2183	21.7817	
001.782	78.7331	21.2669	
001.846	79.2595	20.7405	
001.910	79.6628	20.3372	
001.970	80.0577	19.9423	
002.034	80.4326	19.5674	
002.094	80.7146	19.2854	
002.158	81.0385	18.9615	
002.222	81.3736	18.6264	
002.282	81.6854	18.3146	
002.346	82.0098	17.9902	
002.410	82.3703	17.6297	
002.470	82.6626	17.3374	
002.534	82.9209	17.0791	
002.594	83.1006	16.8994	
002.658	83.3297	16.6703	
002.722	83.6050	16.3950	
002.782	83.8384	16.1616	
002.846	84.0337	15.9663	
002.910	84.2565	15.7435	
002.970	84.5714	15.4286	
003.034	84.8578	15.1422	
003.094	85.1379	14.8621	
7693	 7693	 7693 
7691	 7691	 7691 
000.001	50.0000	50.0000	
000.040	50.0000	50.0000	
000.043	52.0083	47.9917	
000.105	53.9053	46.0947	
000.169	55.6752	44.3248	
000.229	57.3110	42.6890	
000.289	58.8077	41.1923	
000.353	60.2342	39.7658	
000.417	61.5333	38.4667	
000.477	62.6513	37.3487	
000.541	63.6411	36.3589	
000.606	64.6024	35.3976	
000.669	65.4915	34.5085	
000.729	66.2639	33.7361	
000.789	67.0129	32.9871	
000.853	67.7302	32.2698	
000.917	68.3495	31.6505	
000.977	68.8548	31.1452	
001.041	69.4059	30.5941	
001.105	69.9632	30.0368	
001.169	70.4398	29.5602	
001.229	70.8084	29.1916	
001.289	71.4421	28.5579	
001.353	72.0451	27.9549	
001.417	72.6521	27.3478	
001.477	73.3050	26.6951	
001.541	73.9201	26.0799	
001.605	74.4864	25.5136	
001.669	75.0513	24.9487	
001.729	75.7059	24.2941	
001.789	76.2932	23.7068	
001.853	76.8666	23.1334	
001.917	77.4453	22.5547	
001.977	78.0138	21.9862	
002.041	78.5727	21.4273	
002.105	79.1189	20.8811	
002.169	79.6204	20.3796	
002.229	80.1321	19.8679	
002.289	80.5378	19.4622	
002.353	80.9054	19.0946	
002.417	81.3082	18.6918	
002.477	81.6993	18.3007	
002.541	82.1122	17.8878	
002.605	82.5609	17.4391	
002.669	83.0139	16.9861	
002.729	83.4242	16.5758	
002.789	83.8412	16.1588	
002.853	84.2478	15.7523	
002.917	84.6186	15.3814	
002.977	85.0195	14.9806	
7693	 7693	 7693 
7701	 7701	 7701 
000.001	50.0000	50.0000	
000.012	50.0000	50.0000	
000.014	51.5452	48.4548	
000.077	52.9791	47.0209	
000.141	54.3214	45.6786	
000.201	55.7015	44.2985	
000.262	57.0974	42.9026	
000.329	58.3386	41.6614	
000.389	59.4325	40.5675	
000.449	60.3406	39.6594	
000.513	61.1571	38.8429	
000.577	61.7420	38.2580	
000.641	62.3137	37.6863	
000.701	62.8715	37.1285	
000.761	63.4858	36.5142	
000.829	64.0212	35.9788	
000.889	64.4327	35.5673	
000.949	64.6919	35.3081	
001.013	65.0123	34.9877	
001.077	65.4075	34.5925	
001.141	65.8510	34.1490	
001.201	66.2697	33.7303	
001.261	66.6723	33.3277	
001.329	67.1830	32.8170	
001.389	67.6932	32.3068	
001.449	68.2509	31.7491	
001.513	68.6794	31.3206	
001.577	69.1918	30.8082	
001.641	69.5781	30.4219	
001.701	70.0037	29.9963	
001.761	70.3928	29.6072	
001.829	70.8457	29.1543	
001.889	71.1955	28.8045	
001.949	71.5743	28.4257	
002.013	71.9367	28.0633	
002.077	72.3483	27.6517	
002.141	72.8808	27.1192	
002.201	73.3833	26.6167	
002.261	73.9181	26.0819	
002.329	74.3810	25.6190	
002.389	74.8979	25.1021	
002.449	75.5176	24.4824	
002.513	76.1896	23.8104	
002.577	76.8521	23.1479	
002.641	77.4721	22.5279	
002.701	78.0709	21.9291	
002.761	78.6447	21.3553	
002.829	79.1099	20.8901	
002.889	79.4971	20.5029	
002.949	79.8466	20.1534	
003.013	80.2251	19.7749	
003.077	80.6130	19.3870	
003.141	80.9045	19.0955	
003.201	81.1227	18.8773	
003.265	81.3748	18.6252	
003.329	81.6185	18.3815	
003.389	81.8708	18.1292	
003.449	82.0540	17.9460	
003.513	82.2206	17.7794	
003.577	82.4755	17.5245	
003.641	82.7353	17.2647	
003.701	82.9611	17.0389	
003.765	83.1306	16.8694	
003.829	83.2786	16.7214	
003.889	83.4662	16.5338	
003.949	83.6340	16.3660	
004.013	83.6744	16.3256	
004.077	83.6689	16.3311	
004.141	83.6177	16.3823	
004.201	83.5333	16.4667	
004.265	83.4187	16.5813	
004.329	83.3464	16.6536	
004.389	83.2086	16.7914	
004.449	83.0229	16.9771	
004.513	82.9491	17.0509	
004.577	82.7530	17.2470	
004.641	82.5994	17.4006	
004.701	82.5511	17.4489	
004.765	82.5782	17.4218	
004.829	82.5950	17.4050	
004.889	82.6252	17.3748	
004.949	82.6188	17.3812	
005.013	82.7411	17.2589	
005.077	82.9187	17.0813	
005.141	83.1377	16.8623	
005.201	83.3729	16.6271	
005.265	83.5866	16.4134	
005.329	83.7550	16.2450	
005.389	83.8590	16.1410	
005.449	84.0358	15.9642	
005.513	84.2263	15.7737	
005.577	84.4168	15.5832	
005.641	84.5632	15.4368	
005.701	84.7469	15.2531	
005.766	84.9459	15.0541	
005.829	85.1698	14.8302	
7702	 7702	 7702 
7701	 7701	 7701 
000.001	50.0000	50.0000	
000.021	50.0000	50.0000	
000.024	51.3753	48.6247	
000.082	52.7358	47.2642	
000.141	53.9313	46.0687	
000.205	55.0742	44.9258	
000.269	56.1693	43.8307	
000.334	57.2258	42.7742	
000.394	58.0500	41.9500	
000.458	58.9346	41.0654	
000.522	59.8022	40.1978	
000.582	60.7170	39.2830	
000.646	61.7242	38.2758	
000.706	62.8206	37.1794	
000.770	63.9537	36.0463	
000.834	65.1164	34.8837	
000.894	66.1801	33.8199	
000.958	67.1344	32.8656	
001.022	68.0303	31.9697	
001.081	68.8490	31.1510	
001.146	69.6329	30.3671	
001.206	70.4816	29.5184	
001.270	71.2799	28.7201	
001.333	71.9730	28.0270	
001.394	72.5971	27.4029	
001.458	73.1450	26.8550	
001.521	73.6849	26.3151	
001.582	74.1019	25.8981	
001.645	74.3148	25.6852	
001.706	74.3054	25.6946	
001.770	74.4156	25.5844	
001.833	74.4153	25.5847	
001.893	74.3526	25.6474	
001.957	74.1950	25.8050	
002.021	74.0830	25.9170	
002.081	74.0058	25.9942	
002.145	74.0820	25.9180	
002.206	74.1689	25.8311	
002.269	74.3762	25.6238	
002.334	74.7746	25.2254	
002.393	75.2042	24.7958	
002.458	75.5896	24.4104	
002.522	75.9610	24.0390	
002.582	76.3571	23.6429	
002.646	76.8111	23.1889	
002.705	77.3104	22.6896	
002.770	77.6960	22.3040	
002.834	78.1195	21.8805	
002.894	78.6036	21.3964	
002.958	79.0697	20.9303	
003.022	79.5097	20.4903	
003.082	79.9231	20.0769	
003.146	80.3050	19.6950	
003.206	80.6821	19.3179	
003.270	80.9721	19.0279	
003.334	81.2518	18.7482	
003.394	81.6099	18.3901	
003.458	81.9805	18.0195	
003.522	82.3014	17.6986	
003.582	82.5727	17.4273	
003.646	82.8785	17.1215	
003.706	83.1776	16.8224	
003.770	83.4673	16.5327	
003.834	83.7219	16.2781	
003.894	83.9301	16.0699	
003.958	84.1244	15.8756	
004.022	84.2774	15.7226	
004.082	84.4005	15.5995	
004.146	84.5195	15.4805	
004.206	84.6506	15.3494	
004.270	84.7412	15.2588	
004.334	84.8239	15.1761	
004.394	84.9189	15.0811	
004.458	84.9366	15.0634	
004.521	84.9654	15.0346	
004.582	84.9986	15.0014	
004.645	84.9782	15.0218	
004.705	84.8439	15.1561	
004.769	84.6991	15.3009	
004.833	84.5116	15.4884	
004.893	84.2451	15.7549	
004.957	83.9743	16.0257	
005.021	83.7971	16.2029	
005.081	83.7296	16.2704	
005.145	83.6436	16.3564	
005.205	83.4902	16.5098	
005.270	83.3713	16.6287	
005.333	83.3410	16.6590	
005.393	83.2263	16.7737	
005.458	83.1315	16.8685	
005.521	83.1354	16.8646	
005.581	83.1036	16.8964	
005.645	83.0879	16.9121	
005.705	83.2548	16.7452	
005.769	83.4406	16.5594	
005.833	83.5965	16.4035	
005.893	83.7732	16.2268	
005.958	83.9852	16.0148	
006.021	84.1148	15.8852	
006.081	84.1780	15.8220	
006.145	84.2918	15.7082	
006.205	84.3615	15.6385	
006.269	84.4536	15.5464	
006.333	84.4337	15.5663	
006.393	84.4108	15.5892	
006.457	84.5220	15.4780	
006.521	84.6006	15.3994	
006.581	84.6763	15.3237	
006.646	84.8159	15.1841	
006.705	84.9460	15.0540	
006.769	85.0712	14.9288	
7702	 7702	 7702 
7691	 7691	 7691 
000.001	50.0000	50.0000	
000.009	50.0000	50.0000	
000.013	50.0000	50.0000	
000.069	52.9793	47.0207	
000.133	54.2043	45.7957	
000.197	55.2927	44.7073	
000.261	56.3940	43.6060	
000.321	57.3930	42.6070	
000.382	58.4956	41.5044	
000.445	59.5743	40.4257	
000.509	60.3497	39.6503	
000.569	61.0006	38.9994	
000.633	61.6782	38.3218	
000.697	62.3671	37.6329	
000.761	62.8912	37.1088	
000.821	63.4423	36.5577	
000.881	63.9762	36.0238	
000.945	64.5152	35.4848	
001.009	65.0264	34.9736	
001.070	65.5188	34.4812	
001.133	66.1272	33.8728	
001.197	66.7319	33.2681	
001.261	67.2727	32.7273	
001.321	67.8520	32.1480	
001.381	68.2952	31.7048	
001.445	68.5749	31.4251	
001.509	68.9248	31.0752	
001.569	69.3137	30.6863	
001.633	69.7179	30.2821	
001.697	70.1962	29.8038	
001.762	70.8037	29.1963	
001.821	71.4736	28.5264	
001.881	72.1136	27.8864	
001.945	72.7764	27.2236	
002.009	73.4788	26.5212	
002.069	74.2339	25.7661	
002.133	74.8913	25.1087	
002.197	75.5932	24.4068	
002.261	76.2653	23.7347	
002.321	76.9010	23.0990	
002.381	77.5493	22.4507	
002.445	78.2236	21.7764	
002.509	78.8619	21.1381	
002.569	79.4594	20.5406	
002.633	80.1005	19.8995	
002.697	80.6960	19.3040	
002.761	81.2323	18.7677	
002.821	81.6523	18.3477	
002.881	82.0746	17.9254	
002.945	82.4746	17.5254	
003.009	82.9051	17.0949	
003.069	83.3113	16.6887	
003.133	83.7459	16.2541	
003.197	84.1429	15.8571	
003.261	84.4761	15.5239	
003.321	84.7567	15.2433	
003.381	85.0694	14.9306	
7693	 7693	 7693 
